order_item_id,order_id,vehicle_id,quantity,unit_price,discount,line_total
288,288,6,1,31000.0,1155.73,29844.27
289,289,3,3,34000.0,6211.2,95788.8
290,290,5,1,42000.0,1112.2,40887.8
291,291,19,1,49500.0,1603.69,47896.31
292,292,9,1,44000.0,3007.51,40992.49
293,293,7,1,36500.0,1828.74,34671.26
294,294,8,1,21500.0,1141.62,20358.38
295,295,17,1,38500.0,3170.09,35329.91
296,296,16,1,23000.0,950.62,22049.38
297,297,15,1,54500.0,4322.42,50177.58
298,298,2,1,37500.0,1643.9,35856.1
299,299,17,1,38500.0,2098.7,36401.3
300,300,3,1,34000.0,1517.37,32482.63
301,301,20,1,62000.0,1557.76,60442.24
302,302,2,1,37500.0,3179.21,34320.79
303,303,3,1,34000.0,2546.88,31453.12
304,304,11,1,69000.0,4478.14,64521.86
305,305,8,1,21500.0,1132.56,20367.44
306,306,7,1,36500.0,1613.19,34886.81
307,307,4,1,46500.0,1696.75,44803.25
308,308,14,1,48500.0,3128.46,45371.54
309,309,3,1,34000.0,2653.81,31346.19
310,310,3,1,34000.0,2424.0,31576.0
311,311,20,1,62000.0,4996.87,57003.13
312,312,16,1,23000.0,1719.78,21280.22
313,313,19,1,49500.0,1992.3,47507.7
314,314,11,1,69000.0,5448.9,63551.1
315,315,15,1,54500.0,4159.11,50340.89
316,316,1,1,28500.0,934.59,27565.41
317,317,10,1,78500.0,4546.79,73953.21
318,318,15,1,54500.0,2466.22,52033.78
319,319,15,1,54500.0,4341.21,50158.79
320,320,16,1,23000.0,1171.71,21828.29
321,321,9,1,44000.0,3135.02,40864.98
322,322,1,1,28500.0,2370.49,26129.51
323,323,11,1,69000.0,2220.78,66779.22
324,324,9,1,44000.0,3253.43,40746.57
325,325,10,1,78500.0,3506.22,74993.78
326,326,4,1,46500.0,1754.85,44745.15
327,327,5,1,42000.0,2441.96,39558.04
328,328,18,1,82000.0,2259.22,79740.78
329,329,14,1,48500.0,1514.77,46985.23
330,330,19,1,49500.0,3597.64,45902.36
331,331,20,1,62000.0,3080.94,58919.06
332,332,9,1,44000.0,2925.03,41074.97
333,333,9,1,44000.0,3632.82,40367.18
334,334,8,1,21500.0,1206.84,20293.16
335,335,2,1,37500.0,2937.61,34562.39
336,336,16,1,23000.0,1305.84,21694.16
337,337,8,1,21500.0,1369.83,20130.17
338,338,3,1,34000.0,2007.0,31993.0
339,339,20,1,62000.0,2767.84,59232.16
340,340,19,1,49500.0,1829.92,47670.08
341,341,11,1,69000.0,3766.64,65233.36
342,342,18,1,82000.0,4221.1,77778.9
343,343,12,1,84500.0,4393.17,80106.83
344,344,10,2,78500.0,13272.06,143727.94
345,345,1,1,28500.0,879.24,27620.76
346,346,10,1,78500.0,4133.13,74366.87
347,347,8,1,21500.0,547.33,20952.67
348,348,5,1,42000.0,2361.06,39638.94
349,349,5,1,42000.0,1705.78,40294.22
350,350,18,1,82000.0,3180.31,78819.69
351,351,4,1,46500.0,1304.12,45195.88
352,352,7,1,36500.0,2774.54,33725.46
353,353,6,1,31000.0,2042.29,28957.71
354,354,16,1,23000.0,1454.11,21545.89
355,355,5,1,42000.0,2743.89,39256.11
356,356,10,1,78500.0,5579.72,72920.28
357,357,4,1,46500.0,2126.03,44373.97
358,358,6,1,31000.0,866.14,30133.86
359,359,10,1,78500.0,4873.71,73626.29
360,360,17,1,38500.0,1249.55,37250.45
361,361,13,1,56000.0,2299.81,53700.19
362,362,5,1,42000.0,2107.9,39892.1
363,363,6,2,31000.0,4341.08,57658.92
364,364,3,1,34000.0,1808.46,32191.54
365,365,15,4,54500.0,13430.04,204569.96
366,366,16,1,23000.0,1064.99,21935.01
367,367,2,1,37500.0,2287.17,35212.83
368,368,1,1,28500.0,1407.87,27092.13
369,369,18,2,82000.0,4205.02,159794.98
370,370,15,1,54500.0,2225.41,52274.59
371,371,5,1,42000.0,1228.7,40771.3
372,372,16,1,23000.0,792.6,22207.4
373,373,6,1,31000.0,1741.61,29258.39
374,374,14,1,48500.0,1551.55,46948.45
375,375,2,1,37500.0,2897.78,34602.22
376,376,1,1,28500.0,1447.45,27052.55
377,377,2,1,37500.0,1198.11,36301.89
378,378,13,1,56000.0,1817.1,54182.9
379,379,16,1,23000.0,969.35,22030.65
380,380,10,1,78500.0,4810.45,73689.55
381,381,1,1,28500.0,1568.25,26931.75
382,382,7,1,36500.0,2444.79,34055.21
383,383,4,1,46500.0,2729.53,43770.47
384,384,10,3,78500.0,17587.32,217912.68
385,385,12,1,84500.0,4873.12,79626.88
386,386,4,1,46500.0,3037.41,43462.59
387,387,5,1,42000.0,3056.63,38943.37
388,388,2,1,37500.0,1061.59,36438.41
389,389,12,1,84500.0,3528.28,80971.72
390,390,8,1,21500.0,1359.88,20140.12
391,391,14,1,48500.0,3166.25,45333.75
392,392,9,1,44000.0,1160.02,42839.98
393,393,7,1,36500.0,1667.48,34832.52
394,394,12,1,84500.0,2114.85,82385.15
395,395,11,1,69000.0,2996.39,66003.61
396,396,14,1,48500.0,3633.62,44866.38
397,397,13,1,56000.0,4350.69,51649.31
398,398,20,1,62000.0,3179.1,58820.9
399,399,20,1,62000.0,1635.26,60364.74
400,400,16,1,23000.0,777.23,22222.77
401,401,20,2,62000.0,8149.88,115850.12
402,402,3,1,34000.0,2852.67,31147.33
403,403,1,1,28500.0,2342.28,26157.72
404,404,9,1,44000.0,2439.43,41560.57
405,405,10,1,78500.0,6495.55,72004.45
406,406,4,1,46500.0,3768.09,42731.91
407,407,20,1,62000.0,3687.49,58312.51
408,408,17,1,38500.0,964.01,37535.99
409,409,14,1,48500.0,2868.85,45631.15
410,410,19,1,49500.0,2407.88,47092.12
411,411,8,1,21500.0,1655.02,19844.98
412,412,6,1,31000.0,2474.95,28525.05
413,413,19,3,49500.0,4658.85,143841.15
414,414,8,1,21500.0,1414.83,20085.17
415,415,2,1,37500.0,1385.58,36114.42
416,416,7,1,36500.0,1906.05,34593.95
417,417,20,1,62000.0,2538.61,59461.39
418,418,18,1,82000.0,2345.9,79654.1
419,419,7,1,36500.0,1269.01,35230.99
420,420,3,2,34000.0,4580.9,63419.1
421,421,5,1,42000.0,1817.45,40182.55
422,422,1,1,28500.0,2083.27,26416.73
423,423,1,1,28500.0,1266.5,27233.5
424,424,13,1,56000.0,3808.24,52191.76
425,425,17,1,38500.0,3237.36,35262.64
426,426,7,1,36500.0,2744.08,33755.92
427,427,9,1,44000.0,2392.38,41607.62
428,428,12,1,84500.0,4546.5,79953.5
429,429,15,1,54500.0,2612.99,51887.01
430,430,7,1,36500.0,1882.45,34617.55
431,431,14,1,48500.0,3777.84,44722.16
432,432,8,1,21500.0,1555.76,19944.24
433,433,8,1,21500.0,745.91,20754.09
434,434,16,1,23000.0,1762.65,21237.35
435,435,15,1,54500.0,2063.06,52436.94
436,436,2,1,37500.0,2170.45,35329.55
437,437,7,1,36500.0,2430.87,34069.13
438,438,3,1,34000.0,2511.93,31488.07
439,439,19,4,49500.0,13851.44,184148.56
440,440,7,1,36500.0,1942.01,34557.99
441,441,14,1,48500.0,3250.67,45249.33
442,442,20,1,62000.0,4234.61,57765.39
443,443,1,1,28500.0,1018.31,27481.69
444,444,7,1,36500.0,2061.85,34438.15
445,445,17,1,38500.0,3259.95,35240.05
446,446,4,1,46500.0,1801.03,44698.97
447,447,4,1,46500.0,1237.95,45262.05
448,448,9,1,44000.0,1259.22,42740.78
449,449,13,1,56000.0,4427.76,51572.24
450,450,20,1,62000.0,3649.67,58350.33
451,451,12,1,84500.0,3557.67,80942.33
452,452,1,1,28500.0,814.07,27685.93
453,453,10,1,78500.0,4526.5,73973.5
454,454,2,1,37500.0,2081.32,35418.68
455,455,7,1,36500.0,2666.75,33833.25
456,456,11,1,69000.0,3106.78,65893.22
457,457,2,1,37500.0,2254.08,35245.92
458,458,2,1,37500.0,1199.58,36300.42
459,459,15,1,54500.0,3167.65,51332.35
460,460,20,1,62000.0,4606.77,57393.23
461,461,11,1,69000.0,2936.43,66063.57
462,462,4,1,46500.0,3218.64,43281.36
463,463,7,1,36500.0,3076.32,33423.68
464,464,13,1,56000.0,1492.16,54507.84
465,465,18,1,82000.0,4527.96,77472.04
466,466,9,1,44000.0,3046.86,40953.14
467,467,11,1,69000.0,3684.36,65315.64
468,468,12,1,84500.0,6125.22,78374.78
469,469,4,1,46500.0,1884.14,44615.86
470,470,11,1,69000.0,2652.9,66347.1
471,471,17,1,38500.0,1831.79,36668.21
472,472,13,1,56000.0,1878.26,54121.74
473,473,17,1,38500.0,3197.8,35302.2
474,474,9,1,44000.0,2143.3,41856.7
475,475,16,2,23000.0,3150.36,42849.64
476,476,18,1,82000.0,3630.39,78369.61
477,477,1,1,28500.0,1042.96,27457.04
478,478,2,1,37500.0,2098.02,35401.98
479,479,16,1,23000.0,1733.83,21266.17
480,480,8,1,21500.0,1737.6,19762.4
481,481,4,1,46500.0,3519.54,42980.46
482,482,20,1,62000.0,3550.68,58449.32
483,483,8,1,21500.0,600.91,20899.09
484,484,16,1,23000.0,1596.97,21403.03
485,485,9,1,44000.0,2269.77,41730.23
486,486,9,1,44000.0,1740.24,42259.76
487,487,13,1,56000.0,3525.62,52474.38
488,488,16,1,23000.0,1003.65,21996.35
489,489,6,1,31000.0,2583.69,28416.31
490,490,8,1,21500.0,1175.45,20324.55
491,491,7,1,36500.0,1488.74,35011.26
492,492,7,1,36500.0,1854.38,34645.62
493,493,18,1,82000.0,5468.0,76532.0
494,494,10,1,78500.0,5034.4,73465.6
495,495,20,1,62000.0,4397.1,57602.9
496,496,6,1,31000.0,1685.07,29314.93
497,497,8,1,21500.0,1603.95,19896.05
498,498,20,1,62000.0,4874.91,57125.09
499,499,18,1,82000.0,3749.07,78250.93
500,500,18,1,82000.0,2577.19,79422.81
501,501,17,2,38500.0,4301.96,72698.04
502,502,3,1,34000.0,2608.17,31391.83
503,503,4,1,46500.0,3911.57,42588.43
504,504,17,1,38500.0,3097.3,35402.7
505,505,2,1,37500.0,2112.05,35387.95
506,506,13,1,56000.0,4077.45,51922.55
507,507,5,1,42000.0,3233.21,38766.79
508,508,19,1,49500.0,2363.69,47136.31
509,509,17,1,38500.0,2600.19,35899.81
510,510,1,1,28500.0,1764.45,26735.55
511,511,8,1,21500.0,1129.76,20370.24
512,512,12,1,84500.0,3028.19,81471.81
513,513,12,1,84500.0,4417.08,80082.92
514,514,18,2,82000.0,7726.48,156273.52
515,515,5,1,42000.0,2280.46,39719.54
516,516,7,1,36500.0,1300.19,35199.81
517,517,18,1,82000.0,3755.33,78244.67
518,518,1,1,28500.0,1694.93,26805.07
519,519,6,3,31000.0,5132.28,87867.72
520,520,6,1,31000.0,2512.17,28487.83
521,521,4,1,46500.0,2456.56,44043.44
522,522,2,1,37500.0,1011.36,36488.64
523,523,17,2,38500.0,4576.9,72423.1
524,524,11,1,69000.0,5306.95,63693.05
525,525,20,4,62000.0,9208.52,238791.48
526,526,4,1,46500.0,1673.56,44826.44
527,527,18,1,82000.0,6866.75,75133.25
528,528,17,1,38500.0,1846.36,36653.64
529,529,9,1,44000.0,2960.38,41039.62
530,530,12,1,84500.0,4854.57,79645.43
531,531,19,1,49500.0,4197.94,45302.06
532,532,1,1,28500.0,1406.97,27093.03
533,533,5,1,42000.0,1509.25,40490.75
534,534,19,4,49500.0,8034.4,189965.6
535,535,2,1,37500.0,3031.69,34468.31
536,536,7,1,36500.0,3036.44,33463.56
537,537,12,1,84500.0,7042.08,77457.92
538,538,18,1,82000.0,3817.14,78182.86
539,539,1,1,28500.0,745.37,27754.63
540,540,14,1,48500.0,3297.97,45202.03
541,541,1,1,28500.0,1551.73,26948.27
542,542,18,1,82000.0,2953.53,79046.47
543,543,2,1,37500.0,2596.26,34903.74
544,544,10,1,78500.0,3106.92,75393.08
545,545,20,1,62000.0,4985.53,57014.47
546,546,16,1,23000.0,1795.95,21204.05
547,547,3,1,34000.0,2484.35,31515.65
548,548,16,1,23000.0,1295.71,21704.29
549,549,19,1,49500.0,3853.25,45646.75
550,550,11,1,69000.0,5522.07,63477.93
551,551,9,1,44000.0,1975.68,42024.32
552,552,19,1,49500.0,4146.27,45353.73
553,553,14,1,48500.0,4046.66,44453.34
554,554,19,1,49500.0,3304.26,46195.74
555,555,1,1,28500.0,2040.91,26459.09
556,556,8,1,21500.0,1743.52,19756.48
557,557,1,1,28500.0,1827.01,26672.99
558,558,4,1,46500.0,3796.57,42703.43
559,559,9,1,44000.0,2068.6,41931.4
560,560,8,1,21500.0,928.62,20571.38
561,561,9,1,44000.0,1122.54,42877.46
562,562,9,1,44000.0,1671.41,42328.59
563,563,10,1,78500.0,4284.49,74215.51
564,564,6,1,31000.0,1185.32,29814.68
565,565,19,2,49500.0,8114.22,90885.78
566,566,15,1,54500.0,2639.12,51860.88
567,567,9,1,44000.0,2589.8,41410.2
568,568,5,1,42000.0,1105.76,40894.24
569,569,3,1,34000.0,2454.52,31545.48
570,570,13,1,56000.0,1811.73,54188.27
571,571,2,1,37500.0,1956.31,35543.69
572,572,18,1,82000.0,2749.08,79250.92
573,573,16,1,23000.0,933.47,22066.53
574,574,5,1,42000.0,1610.86,40389.14
575,575,12,1,84500.0,6246.03,78253.97
576,576,15,1,54500.0,1577.38,52922.62
577,577,17,1,38500.0,2565.94,35934.06
578,578,18,1,82000.0,2181.8,79818.2
579,579,17,1,38500.0,1486.5,37013.5
580,580,7,1,36500.0,988.62,35511.38
581,581,13,1,56000.0,1529.61,54470.39
582,582,14,1,48500.0,3898.55,44601.45
583,583,6,2,31000.0,4971.08,57028.92
584,584,5,1,42000.0,2857.73,39142.27
585,585,9,1,44000.0,3208.67,40791.33
586,586,14,1,48500.0,1879.23,46620.77
587,587,9,1,44000.0,1857.21,42142.79
588,588,2,1,37500.0,1132.08,36367.92
589,589,1,1,28500.0,1686.47,26813.53
590,590,5,1,42000.0,1095.76,40904.24
591,591,19,1,49500.0,1961.14,47538.86
592,592,8,1,21500.0,640.57,20859.43
593,593,10,1,78500.0,4200.48,74299.52
594,594,7,1,36500.0,1325.04,35174.96
595,595,17,1,38500.0,2751.82,35748.18
596,596,14,1,48500.0,4029.87,44470.13
597,597,6,1,31000.0,1421.46,29578.54
598,598,7,1,36500.0,1320.87,35179.13
599,599,15,1,54500.0,1948.64,52551.36
600,600,13,1,56000.0,3280.23,52719.77
601,601,16,1,23000.0,999.2,22000.8
602,602,6,1,31000.0,1613.66,29386.34
603,603,12,1,84500.0,4531.03,79968.97
604,604,1,1,28500.0,1271.37,27228.63
605,605,1,1,28500.0,729.87,27770.13
606,606,12,1,84500.0,2653.14,81846.86
607,607,20,1,62000.0,3616.0,58384.0
