order_id,customer_id,order_date,order_status,vehicle_id,quantity,list_price,discount,net_sales,order_region,dispatch_center_id
96,1460,2024-01-23,Completed,19,1,49500.0,2195.99,47304.01,West,5
97,228,2024-02-29,Completed,11,3,207000.0,16006.29,190993.71,Northeast,1
98,1467,2024-02-19,Completed,18,1,82000.0,2645.23,79354.77,Southeast,2
99,1468,2024-01-06,Completed,19,1,49500.0,3106.43,46393.57,Southwest,4
100,291,2024-02-22,Completed,18,1,82000.0,5964.12,76035.88,Southwest,4
101,678,2024-02-07,Completed,15,1,54500.0,3650.07,50849.93,Southeast,2
102,597,2024-03-13,Completed,10,1,78500.0,6412.47,72087.53,Southeast,6
103,527,2024-01-17,Completed,8,1,21500.0,573.63,20926.37,Northeast,1
104,1203,2024-02-14,Completed,18,1,82000.0,3596.34,78403.66,West,8
105,342,2024-02-13,Completed,6,1,31000.0,2222.11,28777.89,West,5
106,745,2024-01-30,Completed,2,1,37500.0,1834.11,35665.89,Northeast,1
107,508,2024-02-27,Completed,8,1,21500.0,867.83,20632.17,Southeast,2
108,131,2024-01-25,Completed,19,1,49500.0,1631.17,47868.83,West,5
109,150,2024-02-10,Completed,4,1,46500.0,1487.27,45012.73,Southwest,4
110,399,2024-02-26,Returned,20,2,124000.0,8721.24,115278.76,Northeast,1
111,510,2024-02-03,Completed,11,1,69000.0,2864.69,66135.31,Southeast,6
112,367,2024-03-01,Completed,2,1,37500.0,1909.53,35590.47,Southwest,6
113,656,2024-02-09,Completed,15,1,54500.0,2905.53,51594.47,Midwest,3
114,667,2024-03-19,Completed,20,2,124000.0,7961.98,116038.02,Midwest,7
115,1527,2024-02-12,Completed,7,1,36500.0,1587.06,34912.94,West,8
116,1443,2024-01-03,Completed,7,1,36500.0,1369.35,35130.65,Northeast,1
117,902,2024-01-28,Completed,18,1,82000.0,2575.63,79424.37,West,8
118,1243,2024-02-01,Completed,12,1,84500.0,2413.24,82086.76,Midwest,7
119,1501,2024-02-11,Completed,14,1,48500.0,3611.24,44888.76,Northeast,1
120,597,2024-03-12,Completed,1,1,28500.0,952.7,27547.3,Southeast,6
121,1388,2024-02-16,Completed,20,1,62000.0,2513.58,59486.42,West,5
122,1050,2024-01-08,Completed,12,1,84500.0,2194.64,82305.36,Northeast,1
123,1090,2024-03-13,Completed,6,1,31000.0,2260.38,28739.62,Southeast,2
124,1514,2024-02-05,Completed,11,2,138000.0,4054.66,133945.34,Southeast,6
125,18,2024-01-03,Completed,4,1,46500.0,2354.25,44145.75,Southwest,4
126,1465,2024-02-15,Completed,5,2,84000.0,3051.8,80948.2,Northeast,1
127,1348,2024-02-10,Completed,7,1,36500.0,1354.23,35145.77,Northeast,1
128,721,2024-02-26,Completed,17,1,38500.0,2935.67,35564.33,Southwest,4
129,1038,2024-01-12,Completed,19,1,49500.0,3389.32,46110.68,West,5
130,737,2024-01-12,Completed,9,1,44000.0,2443.06,41556.94,West,5
131,1336,2024-01-09,Completed,3,2,68000.0,4353.76,63646.24,Southeast,6
132,263,2024-01-23,Completed,9,1,44000.0,1470.18,42529.82,Southwest,4
133,1520,2024-02-23,Completed,16,1,23000.0,1497.76,21502.24,Midwest,3
134,53,2024-03-20,Completed,6,1,31000.0,2428.21,28571.79,Midwest,3
135,189,2024-02-14,Cancelled,7,1,36500.0,1057.75,35442.25,Southwest,6
136,527,2024-03-22,Completed,5,1,42000.0,1863.65,40136.35,Northeast,1
137,293,2024-01-17,Completed,4,1,46500.0,1391.81,45108.19,Southwest,6
138,1059,2024-03-26,Completed,19,1,49500.0,4170.8,45329.2,Northeast,1
139,789,2024-01-05,Cancelled,13,1,56000.0,4068.49,51931.51,Southwest,4
140,1172,2024-02-20,Completed,16,1,23000.0,1242.71,21757.29,Northeast,1
141,691,2024-03-24,Completed,18,1,82000.0,3306.0,78694.0,Midwest,7
142,874,2024-01-09,Completed,13,1,56000.0,4641.57,51358.43,Southwest,4
143,170,2024-02-27,Completed,17,1,38500.0,1384.33,37115.67,Northeast,1
144,1076,2024-03-13,Completed,1,1,28500.0,1624.2,26875.8,Midwest,3
145,1249,2024-03-10,Completed,14,1,48500.0,3710.14,44789.86,Southeast,6
146,1369,2024-02-08,Completed,10,1,78500.0,2945.74,75554.26,Southeast,2
147,1324,2024-02-20,Completed,7,1,36500.0,2207.7,34292.3,Southwest,6
148,1155,2024-03-27,Completed,5,1,42000.0,1875.22,40124.78,Midwest,7
149,1250,2024-01-16,Cancelled,9,1,44000.0,1285.86,42714.14,West,8
150,873,2024-01-15,Completed,19,1,49500.0,1737.81,47762.19,Southeast,6
151,495,2024-03-17,Cancelled,13,2,112000.0,8422.68,103577.32,West,8
152,1312,2024-02-05,Completed,9,1,44000.0,2207.86,41792.14,Southwest,6
153,1000,2024-03-26,Completed,11,1,69000.0,5191.89,63808.11,Midwest,7
154,1378,2024-01-31,Completed,15,1,54500.0,3336.94,51163.06,Midwest,3
155,443,2024-03-26,Completed,11,1,69000.0,1824.96,67175.04,West,5
156,510,2024-02-15,Completed,9,1,44000.0,2277.46,41722.54,Southeast,6
157,183,2024-01-23,Completed,11,1,69000.0,3181.47,65818.53,Northeast,1
158,737,2024-02-18,Completed,17,1,38500.0,3031.75,35468.25,West,5
159,156,2024-02-20,Completed,7,1,36500.0,1116.97,35383.03,Southeast,6
160,1508,2024-01-14,Completed,17,1,38500.0,3012.51,35487.49,West,5
161,54,2024-03-26,Completed,16,1,23000.0,884.77,22115.23,Northeast,1
162,1254,2024-01-03,Completed,16,1,23000.0,1731.34,21268.66,Northeast,1
163,747,2024-02-03,Completed,19,1,49500.0,4020.16,45479.84,West,8
164,1097,2024-01-17,Completed,11,1,69000.0,2158.9,66841.1,Southeast,2
165,133,2024-03-04,Completed,19,1,49500.0,1746.38,47753.62,Midwest,3
166,566,2024-01-09,Completed,11,1,69000.0,5647.03,63352.97,West,8
167,293,2024-02-12,Completed,10,1,78500.0,5171.53,73328.47,Southwest,4
168,1501,2024-03-19,Completed,7,1,36500.0,1457.37,35042.63,Northeast,1
169,1404,2024-02-21,Completed,6,1,31000.0,1533.09,29466.91,Southwest,4
170,18,2024-01-12,Completed,6,1,31000.0,1978.84,29021.16,Southwest,6
171,1443,2024-01-22,Completed,11,1,69000.0,3317.88,65682.12,Northeast,1
172,317,2024-01-13,Completed,20,1,62000.0,2941.91,59058.09,Northeast,1
173,221,2024-02-09,Completed,6,1,31000.0,1110.58,29889.42,Midwest,3
174,239,2024-02-19,Completed,18,1,82000.0,2372.08,79627.92,Northeast,1
175,1211,2024-03-25,Completed,3,1,34000.0,1910.48,32089.52,Midwest,7
176,1283,2024-01-26,Completed,14,2,97000.0,4619.52,92380.48,Southeast,6
177,1081,2024-03-28,Completed,2,1,37500.0,1360.68,36139.32,Southeast,2
178,1102,2024-01-25,Completed,2,1,37500.0,2794.64,34705.36,Midwest,3
179,454,2024-02-28,Completed,15,1,54500.0,1601.09,52898.91,Southwest,4
180,678,2024-01-31,Completed,6,1,31000.0,2610.98,28389.02,Southeast,6
181,1283,2024-03-28,Completed,9,2,88000.0,4360.6,83639.4,Southeast,6
182,86,2024-03-21,Completed,15,1,54500.0,1783.96,52716.04,Southeast,2
183,526,2024-01-22,Completed,19,1,49500.0,3361.12,46138.88,Midwest,7
184,1137,2024-01-26,Completed,16,1,23000.0,852.09,22147.91,Southeast,2
185,139,2024-01-11,Completed,20,1,62000.0,2929.76,59070.24,Southeast,6
186,313,2024-01-06,Completed,9,2,88000.0,7067.32,80932.68,Northeast,1
187,899,2024-02-12,Completed,1,1,28500.0,2202.49,26297.51,Southeast,2
188,1095,2024-01-08,Completed,15,2,109000.0,7460.48,101539.52,West,5
189,1575,2024-01-08,Completed,11,1,69000.0,5272.99,63727.01,Midwest,3
190,487,2024-02-27,Completed,14,1,48500.0,2995.19,45504.81,Southwest,6
191,329,2024-02-19,Completed,1,1,28500.0,1450.77,27049.23,Northeast,1
192,832,2024-03-21,Completed,7,1,36500.0,1827.32,34672.68,Midwest,7
193,1494,2024-01-27,Completed,20,1,62000.0,2901.9,59098.1,Southeast,6
194,1587,2024-03-24,Completed,20,1,62000.0,3083.08,58916.92,Northeast,1
195,791,2024-01-04,Completed,19,1,49500.0,3218.47,46281.53,Southeast,2
196,1564,2024-03-03,Completed,20,1,62000.0,3523.79,58476.21,Northeast,1
197,731,2024-02-10,Completed,4,1,46500.0,1582.68,44917.32,Southwest,4
198,1151,2024-02-07,Completed,4,1,46500.0,3619.27,42880.73,Southwest,4
199,511,2024-03-29,Completed,20,1,62000.0,4019.59,57980.41,Southwest,6
200,743,2024-03-16,Completed,15,1,54500.0,3275.09,51224.91,Northeast,1
201,807,2024-03-20,Completed,5,1,42000.0,1329.65,40670.35,Southeast,2
202,1274,2024-01-03,Completed,19,1,49500.0,2478.18,47021.82,Southeast,6
203,1435,2024-01-07,Completed,5,1,42000.0,2181.31,39818.69,Midwest,3
204,1505,2024-01-02,Completed,12,1,84500.0,3647.24,80852.76,West,8
205,272,2024-02-22,Completed,12,1,84500.0,5758.42,78741.58,Southeast,6
206,48,2024-03-06,Completed,5,1,42000.0,3081.69,38918.31,Northeast,1
207,1265,2024-02-13,Cancelled,2,1,37500.0,2248.7,35251.3,Southwest,6
208,1482,2024-01-18,Completed,2,1,37500.0,1911.68,35588.32,West,5
209,1240,2024-03-31,Completed,6,1,31000.0,1647.73,29352.27,Northeast,1
210,388,2024-02-03,Completed,4,1,46500.0,3123.5,43376.5,Southeast,2
211,874,2024-03-22,Completed,5,1,42000.0,1918.79,40081.21,Southwest,4
212,124,2024-02-14,Completed,20,1,62000.0,4361.02,57638.98,Northeast,1
213,1166,2024-03-27,Completed,6,1,31000.0,2336.89,28663.11,West,8
214,840,2024-01-06,Completed,15,1,54500.0,4240.02,50259.98,Southeast,6
215,286,2024-02-23,Completed,11,1,69000.0,3304.23,65695.77,Southeast,2
216,555,2024-01-28,Completed,11,1,69000.0,2543.71,66456.29,Southeast,2
217,123,2024-03-03,Cancelled,6,1,31000.0,972.18,30027.82,Midwest,7
218,853,2024-03-04,Completed,16,1,23000.0,592.9,22407.1,Northeast,1
219,765,2024-02-06,Cancelled,18,2,164000.0,7736.54,156263.46,West,5
220,641,2024-02-11,Completed,13,1,56000.0,4430.18,51569.82,Midwest,7
221,469,2024-03-21,Completed,15,1,54500.0,3355.2,51144.8,Midwest,3
222,1084,2024-03-20,Completed,10,1,78500.0,4800.74,73699.26,West,8
223,458,2024-01-08,Completed,7,3,109500.0,8156.67,101343.33,West,5
224,606,2024-03-17,Completed,7,1,36500.0,2058.97,34441.03,Southeast,2
225,566,2024-02-07,Completed,9,1,44000.0,3501.89,40498.11,West,8
226,1435,2024-02-05,Completed,12,1,84500.0,3749.11,80750.89,Midwest,3
227,365,2024-03-23,Completed,5,1,42000.0,3156.9,38843.1,Southwest,6
228,140,2024-01-17,Completed,3,1,34000.0,1058.6,32941.4,Southwest,4
229,128,2024-03-04,Completed,9,1,44000.0,2794.4,41205.6,Southwest,4
230,50,2024-01-30,Completed,2,1,37500.0,2384.03,35115.97,Northeast,1
231,794,2024-03-05,Completed,16,1,23000.0,1499.96,21500.04,West,8
232,716,2024-01-05,Completed,14,1,48500.0,2904.91,45595.09,West,5
233,1140,2024-03-20,Completed,6,1,31000.0,2327.77,28672.23,Southwest,6
234,1335,2024-01-04,Completed,14,1,48500.0,3453.25,45046.75,Midwest,3
235,1381,2024-02-08,Completed,12,2,169000.0,7301.18,161698.82,Midwest,3
236,423,2024-01-24,Completed,10,1,78500.0,5353.43,73146.57,West,8
237,1,2024-01-10,Completed,1,1,28500.0,1771.46,26728.54,Southeast,6
238,867,2024-01-28,Completed,12,1,84500.0,2498.32,82001.68,Northeast,1
239,1525,2024-01-16,Completed,19,1,49500.0,3592.0,45908.0,Midwest,7
240,965,2024-03-02,Completed,7,1,36500.0,1739.06,34760.94,Midwest,7
241,1473,2024-03-25,Completed,16,1,23000.0,608.69,22391.31,Southwest,4
242,1001,2024-03-12,Completed,16,1,23000.0,1562.49,21437.51,Midwest,7
243,1488,2024-03-25,Completed,18,1,82000.0,4710.57,77289.43,Northeast,1
244,1013,2024-03-27,Completed,8,1,21500.0,1777.69,19722.31,West,8
245,1281,2024-01-06,Completed,3,1,34000.0,1546.97,32453.03,Midwest,3
246,1115,2024-01-15,Completed,1,1,28500.0,890.02,27609.98,West,5
247,805,2024-03-07,Completed,4,1,46500.0,2142.16,44357.84,Midwest,3
248,148,2024-01-14,Completed,14,1,48500.0,2104.58,46395.42,West,8
249,138,2024-01-27,Completed,5,1,42000.0,3446.55,38553.45,West,8
250,980,2024-02-24,Completed,20,1,62000.0,3757.21,58242.79,Southeast,2
251,866,2024-03-09,Completed,14,1,48500.0,3017.37,45482.63,Midwest,7
252,1535,2024-01-11,Completed,6,1,31000.0,1897.71,29102.29,Midwest,7
253,1037,2024-03-27,Completed,8,1,21500.0,1185.17,20314.83,Midwest,7
254,601,2024-01-23,Completed,17,1,38500.0,1054.48,37445.52,Southwest,6
255,90,2024-02-01,Completed,5,1,42000.0,1613.03,40386.97,Southwest,6
256,1240,2024-01-17,Completed,19,1,49500.0,1307.82,48192.18,Northeast,1
257,1438,2024-02-05,Completed,2,1,37500.0,1528.75,35971.25,Southwest,6
258,1362,2024-01-12,Returned,7,1,36500.0,1889.46,34610.54,Northeast,1
259,621,2024-03-12,Completed,13,1,56000.0,1437.61,54562.39,Southeast,2
260,500,2024-01-18,Completed,18,1,82000.0,5992.03,76007.97,West,8
261,149,2024-03-06,Completed,11,1,69000.0,2747.86,66252.14,Midwest,7
262,801,2024-01-04,Completed,8,1,21500.0,1616.42,19883.58,Midwest,3
263,154,2024-02-06,Completed,1,2,57000.0,2852.22,54147.78,Northeast,1
264,632,2024-03-18,Completed,8,3,64500.0,3500.25,60999.75,Southwest,4
265,1218,2024-02-04,Completed,9,1,44000.0,1926.46,42073.54,Southwest,4
266,386,2024-02-05,Completed,20,1,62000.0,4862.85,57137.15,Northeast,1
267,422,2024-03-07,Completed,20,1,62000.0,4488.6,57511.4,Northeast,1
268,522,2024-03-09,Cancelled,12,1,84500.0,3392.86,81107.14,Midwest,7
269,1128,2024-03-04,Completed,19,1,49500.0,3676.34,45823.66,Northeast,1
270,245,2024-02-25,Returned,3,2,68000.0,4801.3,63198.7,Southwest,4
271,82,2024-03-28,Completed,19,2,99000.0,2830.68,96169.32,Northeast,1
272,1562,2024-01-31,Completed,17,2,77000.0,5737.06,71262.94,West,5
273,942,2024-01-13,Completed,12,1,84500.0,6634.36,77865.64,West,8
274,837,2024-01-13,Completed,15,1,54500.0,2809.57,51690.43,Northeast,1
275,906,2024-02-11,Completed,20,1,62000.0,2314.35,59685.65,Northeast,1
276,778,2024-02-05,Completed,8,1,21500.0,568.82,20931.18,Southwest,4
277,1006,2024-02-16,Completed,9,1,44000.0,2275.66,41724.34,West,8
278,1321,2024-01-29,Completed,10,1,78500.0,4463.21,74036.79,West,5
279,1133,2024-01-12,Completed,2,1,37500.0,1500.88,35999.12,Southeast,6
280,342,2024-01-30,Completed,10,1,78500.0,3054.35,75445.65,West,5
281,401,2024-01-03,Completed,12,1,84500.0,2503.13,81996.87,West,8
282,504,2024-03-09,Completed,1,1,28500.0,1269.07,27230.93,Northeast,1
283,1427,2024-03-01,Completed,13,1,56000.0,2633.76,53366.24,Midwest,7
284,87,2024-03-22,Completed,3,1,34000.0,2855.03,31144.97,Northeast,1
285,725,2024-03-23,Completed,16,1,23000.0,1371.91,21628.09,West,8
286,753,2024-01-10,Completed,10,1,78500.0,2506.68,75993.32,Northeast,1
287,1537,2024-02-25,Completed,5,1,42000.0,2183.85,39816.15,Southeast,2
288,953,2024-02-26,Completed,6,1,31000.0,1155.73,29844.27,Southwest,4
289,1339,2024-02-29,Completed,3,3,102000.0,6211.2,95788.8,Northeast,1
290,1151,2024-01-19,Completed,5,1,42000.0,1112.2,40887.8,Southwest,6
291,1059,2024-02-06,Completed,19,1,49500.0,1603.69,47896.31,Northeast,1
292,1463,2024-02-18,Completed,9,1,44000.0,3007.51,40992.49,West,5
293,273,2024-01-02,Completed,7,1,36500.0,1828.74,34671.26,Southeast,2
294,136,2024-02-03,Cancelled,8,1,21500.0,1141.62,20358.38,Northeast,1
295,763,2024-02-13,Completed,17,1,38500.0,3170.09,35329.91,Midwest,7
296,889,2024-01-29,Completed,16,1,23000.0,950.62,22049.38,Northeast,1
297,510,2024-03-12,Completed,15,1,54500.0,4322.42,50177.58,Southeast,6
298,1358,2024-03-02,Completed,2,1,37500.0,1643.9,35856.1,Southwest,6
299,997,2024-01-16,Cancelled,17,1,38500.0,2098.7,36401.3,Southwest,4
300,689,2024-03-19,Completed,3,1,34000.0,1517.37,32482.63,West,5
301,1429,2024-01-12,Completed,20,1,62000.0,1557.76,60442.24,West,5
302,791,2024-01-06,Completed,2,1,37500.0,3179.21,34320.79,Southeast,2
303,1078,2024-01-14,Completed,3,1,34000.0,2546.88,31453.12,Northeast,1
304,806,2024-03-29,Completed,11,1,69000.0,4478.14,64521.86,Northeast,1
305,432,2024-02-09,Completed,8,1,21500.0,1132.56,20367.44,Northeast,1
306,342,2024-02-27,Completed,7,1,36500.0,1613.19,34886.81,West,8
307,746,2024-03-01,Completed,4,1,46500.0,1696.75,44803.25,Southwest,4
308,1449,2024-02-27,Cancelled,14,1,48500.0,3128.46,45371.54,Northeast,1
309,686,2024-03-03,Completed,3,1,34000.0,2653.81,31346.19,West,8
310,6,2024-03-19,Cancelled,3,1,34000.0,2424.0,31576.0,Southwest,4
311,1210,2024-03-05,Completed,20,1,62000.0,4996.87,57003.13,Northeast,1
312,129,2024-02-22,Completed,16,1,23000.0,1719.78,21280.22,Southeast,6
313,470,2024-03-24,Completed,19,1,49500.0,1992.3,47507.7,Southeast,2
314,561,2024-01-10,Completed,11,1,69000.0,5448.9,63551.1,West,5
315,589,2024-03-09,Completed,15,1,54500.0,4159.11,50340.89,Midwest,7
316,983,2024-02-12,Completed,1,1,28500.0,934.59,27565.41,Midwest,7
317,221,2024-02-16,Completed,10,1,78500.0,4546.79,73953.21,Midwest,3
318,233,2024-02-04,Completed,15,1,54500.0,2466.22,52033.78,Southeast,6
319,513,2024-02-15,Completed,15,1,54500.0,4341.21,50158.79,Southwest,4
320,798,2024-01-04,Completed,16,1,23000.0,1171.71,21828.29,Midwest,7
321,1600,2024-03-25,Completed,9,1,44000.0,3135.02,40864.98,Midwest,7
322,1329,2024-03-26,Completed,1,1,28500.0,2370.49,26129.51,Northeast,1
323,1130,2024-03-04,Completed,11,1,69000.0,2220.78,66779.22,Southeast,6
324,281,2024-02-08,Returned,9,1,44000.0,3253.43,40746.57,Northeast,1
325,54,2024-02-08,Completed,10,1,78500.0,3506.22,74993.78,Northeast,1
326,254,2024-02-12,Completed,4,1,46500.0,1754.85,44745.15,Midwest,3
327,1119,2024-03-14,Completed,5,1,42000.0,2441.96,39558.04,Midwest,7
328,1281,2024-01-18,Completed,18,1,82000.0,2259.22,79740.78,Midwest,7
329,1166,2024-01-24,Completed,14,1,48500.0,1514.77,46985.23,West,8
330,560,2024-03-28,Completed,19,1,49500.0,3597.64,45902.36,Northeast,1
331,829,2024-02-07,Completed,20,1,62000.0,3080.94,58919.06,Midwest,7
332,1530,2024-02-21,Completed,9,1,44000.0,2925.03,41074.97,Southeast,2
333,447,2024-03-28,Completed,9,1,44000.0,3632.82,40367.18,Northeast,1
334,842,2024-02-17,Completed,8,1,21500.0,1206.84,20293.16,West,5
335,325,2024-02-25,Completed,2,1,37500.0,2937.61,34562.39,West,8
336,970,2024-02-06,Completed,16,1,23000.0,1305.84,21694.16,West,8
337,274,2024-02-04,Completed,8,1,21500.0,1369.83,20130.17,Southeast,2
338,42,2024-02-09,Completed,3,1,34000.0,2007.0,31993.0,Southeast,2
339,306,2024-01-01,Completed,20,1,62000.0,2767.84,59232.16,West,8
340,557,2024-02-02,Completed,19,1,49500.0,1829.92,47670.08,Northeast,1
